id,operacional_system,processor,memory,graphics,fk_game_id
Windows 10 / 8.1 / 7,1.8 GHz Intel Core 2 Duo / 2.0 GHz AMD Athlon X2 64,2 GB RAM,Nvidia GeForce 8800 GT / ATI Radeon HD 3870 / Intel HD Graphics 4600,2 GB,4531b00fcf354680bf68d138b7155fda
Windows 10 / 8.1 / 7,3 GHz Intel Quad-Core Processor / 3.2 GHz AMD Six-Core Processor,4 GB RAM,Nvidia GeForce GTX 460 / AMD Radeon HD 7850,2 GB,4531b00fcf354680bf68d138b7155fda
Windows® 7 64bits,Intel Core i3-540 or AMD Phenom II X4 940,4 GB RAM,Nvidia GeForce GTX 560 or AMD Radeon HD 6870,12 GB,e3446d29202c46cdb827d35dc1fae75f
Windows® 7 64bits,Intel Core i5-6600 or AMD Ryzen 5 1600,8 GB RAM,Nvidia GeForce GTX 1060 3 Go or Radeon RX 580 4 Go,12 GB,e3446d29202c46cdb827d35dc1fae75f
Mac OSX 10.12+,Dual-core 2.5 GHz,4 GB,GeForce 610M or equivalent,500 MB,69d2af5db6994e2db61d70810ce563af
Windows 8,Intel Core i5 dual-core 2.8GHz or equivalent,4 GB RAM,DirectX 11 compatible graphics card,4 GB available space,4423a534b0ca48b885abcf23a5e27e61
Windows 10,Intel Core i5 quad-core 3.4GHz or equivalent,8 GB RAM,GeForce GTX 660 (2048 MB) / Radeon HD 7970,4 GB available space,4423a534b0ca48b885abcf23a5e27e61
Windows 7 SP1+ (or later),Intel or AMD Dual Core at 2 GHz or better, 2 GB RAM,Intel Graphics 4400 or better,400 MB available space,e97596b69a334eb896d3567ffad85093
Windows 7 SP1+ (or later),Intel or AMD Dual Core at 2 GHz or better, 2 GB RAM,Intel Graphics 4400 or better,400 MB available space,e97596b69a334eb896d3567ffad85093
Windows 7,2.6 GHz,4 GB RAM,GeForce 700 Series,3 GB available space,e33a567a8ce04ed5abc23d5e46a98087
Windows 10 64-bit,AMD FX-6300 | Intel i5-2500 @ 2.7GHz,8 GB RAM,NVIDIA GeForce GTX 760 | AMD Radeon HD 7870 ,17 GB,73fbe4d673504c2a80261cf6bfcff20f
Windows 10 64-bit,AMD FX-8350 | Intel i5-4570 @ 3.2GHz,16 GB RAM,NVIDIA GeForce GTX 1650 4GB | AMD Radeon R9 380,17 GB,73fbe4d673504c2a80261cf6bfcff20f
"Windows 7, Windows 8.1, Windows 10 (64-bit versions only)",Intel Core 2 Quad Q9550 | AMD Phenom II X4 945 or equivalent, 4 GB RAM,NVIDIA GeForce GTS 450 | AMD Radeon HD 5670 or equivalent,3 GB available space,0067751df1d944fdbde06a883fc4a0e8
"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",Intel Core i3-550 @ 3.0 GHz or AMD Phenom II X4 945 @ 3.0 GHz or equivalent,4 GB RAM,NVIDIA GeForce GTX460v2 or AMD HD7750 (1024 MB VRAM with Shader Model 5.0 or better),2 GB available space,c12806e289d94b1180fde0221c13c70d
Windows 7 DX11 Support,Intel Core i5,4 GB RAM,Nvidia 660Ti,15 GB available space,e64af2d6202d4b64b86abe428250dbff
Windows 10,Intel Core i7,8 GB RAM,Nvidia GTX 970,15 GB available space,e64af2d6202d4b64b86abe428250dbff
Windows Vista® (SP2) x64 / Windows 7 (SP1) x64 / Windows 8 x64 (x64 bit versions only),2.66 GHz Intel® Core2 Quad Q8400 or 3.0 GHz AMD Phenom™ II X4 940 ,6 GB RAM,1024 VRAM DirectX 11 with Shader Model 5.0 or higher,25 GB available space,88be15452fea4ebf9e211deb291e8189
Windows Vista (SP2) x64 / Windows 7 (SP1) x64 / Windows® 8 x64 (x64 bit versions only),3.5 GHz Intel Core i7-3770 or 4.0 GHz AMD FX-8350 or better,8 GB RAM or greater,2048 VRAM DirectX 11 with Shader Model 5.0 or higher ,25 GB available space,88be15452fea4ebf9e211deb291e8189
Windows 7 64-bit or newer,Core 2 Duo 2.4 GHz or Athlon X2 2.7 GHz,4 GB,Nvidia GeForce 8800 GT,30 GB,6005be154ca94b978757989243a9ec73
Windows 8/10 64-bit (latest Service Pack),"Intel Core i5-750, 2.67 GHz / AMD Phenom II X4 965, 3.4 GHz",6 GB,Nvidia GeForce GTX 660 or ATI Radeon HD 7950,30 GB,6005be154ca94b978757989243a9ec73
Windows 7 SP1 or Windows 8/8.1 (64bit versions only),Intel Core2Quad Q6600 @ 2.4 GHz or AMD Athlon II X4 620 @ 2.6 GHzH,2 GB RAM,nVidia GeForce GTS450 or AMD Radeon HD5670 (1024MB VRAM) or Intel HD4600,12 GB available space,fd2df056f60e4ca8a59ca5c5f0ff3395
Windows 7 SP1 or Windows 8/8.1 (64bit versions only),Intel Core i5 2400s @ 2.5 GHz or better / AMD FX-6100 @ 3.3 GHz or better,2 GB RAM,nVidia GeForce GTX 560Ti (1024 VRAM) or better / AMD Radeon HD 6870 (1024 VRAM) or better,12 GB available space,fd2df056f60e4ca8a59ca5c5f0ff3395
Windows XP,Dual Core,2 GB RAM,"GeForce 7600 GT (256 MB), Intel HD Graphics 4400 (Shared), Radeon X1600 XT (256 MB)",500 MB available space,84f8d79ca9d84057ba4406d215cb6ad5
Windows XP/Vista/7/8/8.1/10 64-bit,"Intel Core2 Duo E4500 (2 * 2200) or equivalent, AMD Athlon 64 X2 4200+ (2 * 2200) or equivalent",2 GB RAM,"GeForce 7600 GT (256 MB), Intel HD Graphics 4400 (Shared), Radeon X1600 XT (256 MB)",500 MB available space,84f8d79ca9d84057ba4406d215cb6ad5
Windows 7,"Intel Core i5 4670T @2.3 GHz, AMD FX 8370E @3.3 GHz",8 GB RAM,"Nvidia Geforce GTX 480, Nvidia GeForce GTX 580M, AMD Radeon R7-265 or equivalent",3 GB available space,addd4e86c4d746ab86f21606bdadce7d
Windows 10,"Intel Core i5 2500 @3.3 GHz, AMD FX 6120 @3.6 GHz",8 GB RAM,"Nvidia Geforce GTX 650 Ti, Nvidia GeForce GT 750M, Radeon HD5850 or equivalent",3 GB available space,addd4e86c4d746ab86f21606bdadce7d
OS X 10.6 or newer,Quad Core Intel Core i7,4 GB RAM,Geforce GT 650m or equivalent,3 GB available space,9aa227e2ba294bb1a95c95fde892eb31
OS X 10.6 or newer,Quad Core Intel Core i7,8 GB RAM,Radeon Pro 560X,3 GB available space,9aa227e2ba294bb1a95c95fde892eb31
WINDOWS VISTA SP2/WINDOWS 7/WINDOWS 8,AMD/INTEL DUAL-CORE 2.4 GHZ,2048 MB RAM,256 MB 100% DIRECTX 9 COMPATIBLE AMD RADEON HD 3850/NVIDIA GEFORCE 8600 GTS OR HIGHER,14 GB available space,afadb715390a4593acdca79dae94b60a
WINDOWS 7,Intel Core 2 Quad Q6600 2.4GHz / AMD APU A6-3600 Quad-Core,6 GB RAM,AMD Radeon HD 5830 or NVIDIA GeForce GTX 460,14 GB available space,afadb715390a4593acdca79dae94b60a
Windows 7 32-bit,1.8GHz,2GB,512MB Video RAM,2GB,56b3f851cc664490a9911040da23a611
Windows 8/10 64-bit,3.2 GHz Dual Core Processor,4 GB RAM," GeForce GTX 660, Radeon R7 370 or equivalent with 2 GB of video RAM ",8 GB available space,a541f0935a3340c5b05a3742e0888d18
Windows 8/10 64-bit,3.2 GHz Quad Core Processor,8 GB RAM,"GeForce 970, Radeon RX 580 or equivalent with 4GB of video RAM ",8 GB available space,a541f0935a3340c5b05a3742e0888d18
Windows 10 (64-bit versions only),Intel Core i5-2400 @ 3.1 GHz | AMD FX-6300 @ 3.5 GHz or better,8 GB RAM,NVIDIA GeForce GTX 760 (2GB VRAM or better) | AMD R9 270 (2GB VRAM or better),59 GB available space,f6db79620fd849a685f8b463d3a8bf2d
Windows 10 (64-bit versions only),Intel Core i7-4770 @ 3.4 GHz | AMD Ryzen 5 1600 @ 3.2 GHz or equivalent,16 GB RAM,NVIDIA GeForce GTX 1070 (6GB VRAM or better) | AMD Vega 56 (6GB VRAM or better),59 GB available space,f6db79620fd849a685f8b463d3a8bf2d
Windows 7/8/8.1/10 x64,Intel Core2 Duo E4300 (2 * 1800) / AMD Athlon Dual Core 4450e (2 * 2300) or equivalent,4096 MB RAM,GeForce 8800 GTX (768 MB) / Intel HD 4600 / Radeon HD 3850 (512 MB),3GB,7ad72dc39d624bbd912c195daad10d00
Windows 7/8/8.1/10 x64,Intel Core i5-4570T (2* 2900) / AMD FX-6100 (6 * 3300) or equivalent,4096 MB RAM,GeForce GTX 750 Ti (2048 MB) / Radeon HD 7850 (2048 MB),3GB,7ad72dc39d624bbd912c195daad10d00
Windows 7 64-bit or newer,Core 2 Duo 2.4 GHz or Athlon X2 2.7 GHz,4 GB,Nvidia GeForce 8800 GT,30 GB,f57f2cf4b6aa49be84688e4ea571ccbe
Windows 8/10 64-bit (latest Service Pack),"Intel Core i5 or AMD Phenom II X3, 2.8 GHz",6 GB,Nvidia GeForce GTX 660 or ATI Radeon HD 7950,30 GB,f57f2cf4b6aa49be84688e4ea571ccbe
Windows 7/8/10 (64-bit),Intel i3-4130 3.4 GHz / AMD Ryzen 3 2200U 3.4 GHz,8 GB,"2 GB, GeForce GTX 660 / Radeon R9 270",20 GB,5014d355b4684d80a095a570219c3443
Windows 7/8/10 (64-bit),Intel i7-8700 3.2 GHz / AMD Ryzen 7 2700 3.2 GHz,16 GB,"4 GB, GeForce GTX 970 / Radeon RX 580",20 GB,5014d355b4684d80a095a570219c3443
Win7,Intel Core i5-2500K or AMD equivalent,4GB,Intel HD 4400 or Nvidia and AMD equivalent,2.5GB,4dc13c6a34d04d249fd84fdf811f266f
"Windows 7, 8/8.1, 10",2.0 Ghz,2.5 GB RAM,128mb Video Memory,500 MB available space,2c38503c83df4fd4ae7cd9c3a8a50ce8
"Windows 7, 8/8.1, 10",2.0 Ghz,2.5 GB RAM,128mb Video Memory,500 MB available space,2c38503c83df4fd4ae7cd9c3a8a50ce8
High Sierra 10.13,"Intel i5, 6th gen, 2.7GHz or similar",8 GB,"METAL capable GPUs, 2GB VRAM",10 GB,51a30dc6b394462aaa49bd7e3321a2e3
Mojave 10.14+,"Intel i5, 8th gen, 3GHz or similar",16 GB,"METAL capable GPUs, 4GB VRAM",14 GB,51a30dc6b394462aaa49bd7e3321a2e3
OSX 10.12 Sierra, Intel Core i5 @2.7Ghz,2 GB RAM,"Nvidia GT 640M, AMD Radeon HD 5750, Intel HD Graphics 6100",2 GB available space,3dfcf2349c0e4fad8e5c6b33786c407e
OSX 10.14 Mojave,Intel Core i5 @3.3Ghz,4 GB RAM,"Nvidia GTX 675MX, AMD Radeon R9 M290",2 GB available space,3dfcf2349c0e4fad8e5c6b33786c407e
"64-bit Windows 7, 64-bit Windows 8 (8.1) or 64-bit Windows 10",Intel CPU Core i5-2500K 3.3GHz / AMD CPU Phenom II X4 940,6 GB,Nvidia GPU GeForce GTX 660 / AMD GPU Radeon HD 7870,77GB,9064fdd49de04718abe631788ad5a759
"64-bit Windows 7, 64-bit Windows 8 (8.1) or 64-bit Windows 10",Intel CPU Core i7 3770 3.4 GHz / AMD CPU AMD FX-8350 4 GHz,8 GB,Nvidia GPU GeForce GTX 770 / AMD GPU Radeon R9 290,77GB,9064fdd49de04718abe631788ad5a759
64bit: Win7 / Win8.1 / Win10,Intel Core i3 2.5 GHz or AMD Phenom II 2.6,4GB,"1GB DirectX 11 Video Card (AMD 5570, NVIDIA 450 or Intel Integrated Graphics 530",12 GB,fe74b3dad04846e5a58f62aebd3858b6
64bit: Win7 / Win8.1 / Win10,Fourth generation Intel Core i5 2.5 GHz or AMD FX8350 4.0 GHz or greater,8GB,2GB DirectX 11 Video Card (AMD 7970 or NVIDIA 770 or greater),12 GB,fe74b3dad04846e5a58f62aebd3858b6
Windows 10,Intel Core i5-5300u,8 GB RAM,Intel HD 5500,20 GB of space,cf0f9c305d5d4dc9bd0fc4c14b5f2c5d
Windows 10,Intel Core i7-3770 / AMD Ryzen 5 1500X or Higher,8 GB RAM,Nvidia GeForce GTX 970 / AMD Radeon R9 390 or Higher,20 GB of space,cf0f9c305d5d4dc9bd0fc4c14b5f2c5d
Windows 7/8.1/10 x64, Intel Core 2 Duo E6320 (2*1866) or equivalent,2 GB RAM,GeForce 7600 GS (512 MB) or equivalent,1 GB available space,13f7f3e05e91444585e9be24b59fe536
Windows 7/8.1/10 x64, Intel Core i3-2100 (2 * 3100) or equivalent or AMD Phenom II X4 965 (4 * 3400) or equivalent,4 GB RAM, GeForce GTX 660 (2048 MB),1 GB available space,13f7f3e05e91444585e9be24b59fe536
Windows 7,Intel Core 2 Duo or equivalent,2 GB,DirectX 11 compatible video card (integrated or dedicated with min 512MB memory),20 GB,1112adb4b6af47238cbc563ae2b1c6ab
Windows 10,Intel Core i7 or equivalent,8 GB,NVIDIA Geforce 1060 or equivalent,20 GB,1112adb4b6af47238cbc563ae2b1c6ab
MacOS 10.9 Mavericks,2.0 Ghz DualCore CPU,8GB,"Intel HD4000 or better, OpenGL 3.3",2GB,8c02538c55314c22b0e2216502bdac20
MacOS 10.13 High Sierra,2.0+ Ghz QuadCore CPU,8GB,"NVIDIA Geforce 660 or AMD Radeon HD 7000 Series, OpenGL 3.3",2GB,8c02538c55314c22b0e2216502bdac20
Windows 7,Intel Core i5,8 GB,Nvidia GeForce GTX 770 2GB / AMD Radeon R9 280 3GB,35 GB,2aa893533da449c7b146c72880a414b3
Windows 10,Intel Core i7,16 GB,Nvidia GeForce GTX 1060 6GB / AMD Radeon RX 480 4GB,35 GB,2aa893533da449c7b146c72880a414b3
Windows 10 (64-bit Required),Intel i5 @ 2.5GHz or AMD equivalent,8 GB,"ATI Radeon RX 560 2GB, Nvidia GeForce GTX 900",10 GB,b3678744f16842debd1f2d57fbe12e9c
"Windows 8.1, Windows 10 (64-bit versions only)", Intel Core i5-2400 or AMD FX-6300 or equivalent,8 GB RAM,NVIDIA GeForce GTX 670 or AMD R9 270,20 GB available space,10304ec5c7cc412abaf21748c41ed6e4
"Windows 8.1, Windows 10 (64-bit versions only)",Intel Core i7-4770 or AMD Ryzen 5 1600 or equivalent,8 GB RAM,NVIDIA GeForce GTX 970 or AMD R9 290X,20 GB available space,10304ec5c7cc412abaf21748c41ed6e4
Windows 7 (Requires a 64-bit processor and operating system),AMD / Intel CPU running at 3.0 GHz or higher: AMD Kaveri A10-7850K or Intel Pentium DualCore G3220 or newer is recommended / Ryzen 5 2400G (for systems using an integrated GPU),8 GB RAM,"AMD/NVIDIA dedicated graphics card, with at least 4GB of dedicated VRAM and with at least DirectX 11.0 and Shader Model 5.1 support",19 GB available space,6271c537ea264bc2adcdf9c200cf6aa7
Windows 10 (Requires a 64-bit processor and operating system),IAMD / Intel processor running at 3.5 GHz or higher (AMD Ryzen 3 1300x or Intel Core i3 8100 or newer is recommended),16 GB RAM,"AMD/NVIDIA dedicated graphics card, with at least 4GB of dedicated VRAM and with at least DirectX 12.0 and Shader Model 6.0 support",19 GB available space,6271c537ea264bc2adcdf9c200cf6aa7
Windows 7 (64-bit only),Intel® Core™ i3-8100 / AMD Ryzen™ 3 1200,6 GB RAM,Intel® UHD Graphics 630 / NVIDIA® GeForce® GTX 660 2GB / AMD Radeon™ HD 7850 2GB,60 GB available space,1dcce12230b64066a988c06cdd5f653e
Windows 10 (64-bit only),Intel® Core™ i5-9600K / AMD Ryzen™ 5 3600X,8 GB RAM,NVIDIA® GeForce® GTX 1060 3GB / AMD Radeon™ RX 580,60 GB available space,1dcce12230b64066a988c06cdd5f653e
Windows 10 (Requires a 64-bit processor and operating system),AMD / Intel CPU running at 2.8 GHz or higher (AMD Phenom II X4 925 or Intel i3-4130 or newer are recommended), 4 GB RAM," AMD/NVIDIA graphic card, with at least 2GB of dedicated VRAM and with at least DirectX 11 and Shader Model 5.1 support: AMD Radeon HD 7870 or NVIDIA GeForce GTX 760 or newer is recommended", 8 GB available space,764efdf6ab3e4b50856ace9afd3dcc6e
Windows 10 (Requires a 64-bit processor and operating system),AMD / Intel processor running at 3.5 GHz or higher (AMD FX-6300 series or Intel Core i3-8100 or newer is recommended), 8 GB RAM,"AMD/NVIDIA dedicated graphic card, with at least 4GB of dedicated VRAM (or more) and with at least DirectX 11 and Shader Model 5.1 support: NVIDIA GeForce GTX 1050 Ti or AMD Radeon R9", 8 GB available space,764efdf6ab3e4b50856ace9afd3dcc6e
"Win 7, 8, 10, 64bit",3 GHz Dual Core CPU,4 GB RAM,"GeForce GTX 560, AMD HD 6870",3 GB,ddbac5b8afd64e36a63d6904e0ef7e41
"Win 7, 8, 10, 64bit",3GHz Quad Core CPU,4 GB RAM,"GeForce GTX 660TI, AMD HD 7800 series",3 GB,ddbac5b8afd64e36a63d6904e0ef7e41
Windows® 7,"Intel Core i3-3220 @ 3.3 Ghz | AMD FX-4130 @ 3.9 Ghz, or better",4 GB RAM," NVIDIA GeForce GTX 660 with 2 GB VRAM | AMD Radeon R7 265 with 2 GB VRAM, or better",12.7 GB,46b393b6aed04d7e962a33f2d752a3bd
Windows® 7,"Intel Core i3-3220 @ 3.3 Ghz | AMD FX-4130 @ 3.9 Ghz, or better",4 GB RAM," NVIDIA GeForce GTX 660 with 2 GB VRAM | AMD Radeon R7 265 with 2 GB VRAM, or better",7.22 GB,d98e4e1bcca8487daba595cc792e2b85
Windows 7/8.1/10 (64 bit only),"Intel Core i5-2500k, AMD FX-6100",8GB,NVIDIA GeForce GTX 660 or AMD Radeon R9 270X,2GB available hard drive space,6e02cab6e82243858462ba7f93c82e9d
Windows 10 (64 bit only),"Intel Core i5-4690K, AMD Ryzen5 1500X",8GB (Dual-channel setup),NVIDIA GeForce GTX 970 or AMD Radeon RX 480,2GB available hard drive space,6e02cab6e82243858462ba7f93c82e9d
Windows XP SP3/Vista with SP2/7/8/8.1/10 x86 or x64,Intel Core2 Duo E4300 (2 * 1800) or equivalent | AMD Athlon 64 X2 5000+ (2 * 2600) or equivalent,2048MB,GeForce GT 610 (1024 MB) or equivalent | Radeon HD 6450 (512 MB) or equivalent,400MB,d4497261293046f58c0a429a11a7d852
Windows XP SP3/Vista with SP2/7/8/8.1/10 x86 or x64,Intel Core 2 Duo E7300 (2 * 2660) or equivalent | AMD Athlon 64 X2 6000+ (2 * 3000) or equivalent,4096MB,GeForce GTX 560 Ti (1024 MB) or equivalent | Radeon HD 2900 XT (1024 MB) or equivalent,400MB,d4497261293046f58c0a429a11a7d852
"Win7 64-bit, Win8/8.1 64-bit",Core 2 Duo E8200 2.66GHz or Phenom II X2 545,3 GB RAM,GeForce GTS 250 or Radeon HD 4830,60 GB available space,85f5ff10c31c4cd99978f4d57d3ec97a
Windows 10 64-bit,Core 2 Quad Q9550 2.83GHz or Phenom II X4 955,4 GB RAM,GeForce GTX 560 or Radeon HD 6950,100 GB available space,85f5ff10c31c4cd99978f4d57d3ec97a
Windows XP,Core 2 Duo or AMD Equivalent,1500 MB RAM,NVIDIA GeForce GT 430 or ATI equivalent,900 MB available space,8891a362aacf45e68b618eced3b4ba00
Windows 7,Intel Core i3 or faster,3000 MB RAM,NVIDIA Geforce GT 640 or faster,900 MB available space,8891a362aacf45e68b618eced3b4ba00
Windows 7/8.1/10 (32-bit versions),Intel Core Duo E6600 @ 2.4GHz,2GB,"Intel 4400, GeForce GT 8800, AMD Radeon HD 4650",4GB,70c286b7eb704c9eaa59e66571447092
Windows 7/8.1/10 (64-bit versions),"i5-2500k@3.3GHz, AMD FX 6300 3.5GHz",4GB,"GeForce GTX 750, AMD R7 370",4GB,70c286b7eb704c9eaa59e66571447092
"64-bit Windows 7, Windows 8, Windows 10",Intel Core i3-2100T @ 2.5GHz or AMD FX-4100 @3.6 GHz,4 GB RAM,"Nvidia Geforce GTX 650, AMD Radeon HD 7770 graphics card or better (min. 2 GB VRAM, DX11 support)",20 GB free hard drive space,e48a48c96c594e30a9872d051b3b5d8b
Windows 7 64bit,Intel Core i5 3rd Generation,8 GB,NVIDIA GeForce GTX 750 Ti/ AMD Radeon HD 7750,10 GB of free space,a23c6b7934d2436b8e27860d805ec26a
Windows 10 64bit,Intel Core i7 7th Generation,16 GB,NVIDIA GeForce GTX 1080,10 GB of free space,a23c6b7934d2436b8e27860d805ec26a
"Windows 7, Windows 10",Intel Core i3 (3.4 GHz) or AMD A8-7600 (3.1 GHz),8 GB RAM,AMD Radeon HD 6850 / NVIDIA GeForce 650 / Intel Iris Pro 5200,5 GB available space,bc24fd6c82354ae18279e18effaa640e
"Windows 7, Windows 10",Intel Core i3 (3.4 GHz) or AMD A8-7600 (3.1 GHz),8 GB RAM,AMD Radeon HD 6850 / NVIDIA GeForce 650 / Intel Iris Pro 5200,5 GB available space,bc24fd6c82354ae18279e18effaa640e
OS 10.14,1.6ghz processor,4 GB RAM,Onboard or dedicated graphics accelerator with 2GB+ of video RAM,11 GB,32052e4882be420e8b009f05483f1f23
Windows 10 (Requires a 64-bit processor and operating system),AMD / Intel CPU running at 3.0 GHz or higher: AMD Kaveri A10-7850K or Intel Pentium DualCore G3220 or newer is recommended / Ryzen 5 2400G (for systems using an integrated GPU),8 GB RAM,"AMD/NVIDIA dedicated graphics card, with at least 4GB of dedicated VRAM and with at least DirectX 11.0 and Shader Model 5.1 support",19 GB available space,b97a6ef46c4f4eaaa2dc324693df0765
Windows 10 (Requires a 64-bit processor and operating system),IAMD / Intel processor running at 3.5 GHz or higher (AMD Ryzen 3 1300x or Intel Core i3 8100 or newer is recommended),16 GB RAM,"AMD/NVIDIA dedicated graphics card, with at least 4GB of dedicated VRAM and with at least DirectX 12.0 and Shader Model 6.0 support",19 GB available space,b97a6ef46c4f4eaaa2dc324693df0765
10.5.5 (64-bit),Intel i3 3.0 ghz,4GB,Intel Integrated Graphics,300MB,3fb9665744a5404d95de612ddc445f35
Windows 7,Toaster processor or better (2009+),1024 MB RAM,Any card made during or after 2009,2 GB,14f073a7a4204943b830717c32e2c710
"Windows 7, maybe even higher than 7",Two toaster processors or better (2011+),1024 MB RAM,Any card made in the last five years,2 GB,14f073a7a4204943b830717c32e2c710
Microsoft® Windows® XP / Vista / 7,AMD Athlon 64 2800+ @ 1.8 Ghz and Intel Pentium IV @ 2.8 Ghz,1 GB RAM,Graphics Card with 128 MB of RAM,500 MB HD space,a8b9cb3f7f0143bc9366ec7695f7876c
Microsoft® Windows® 10,AMD Athlon 64 2800+ @ 1.8 Ghz and Intel Pentium IV @ 2.8 Ghz,2 GB RAM,Graphics Card with 256 MB of RAM,1 GB HD space,a8b9cb3f7f0143bc9366ec7695f7876c
Windows 7,"4 threads, 2.5+ Ghz",4 GB,GeForce GTX 760,6GB,2e4e9ce2c17649018d45692284dfd890
Windows 10,"4 cores, 3+ Ghz",6 GB,GeForce GTX 1050,6GB,2e4e9ce2c17649018d45692284dfd890
Windows Vista or 7,Core 2 Duo,2 GB RAM,SM3 512MB VRAM,4 GB available space,c51628e14ff54e45a2aef41806e834cb
Windows 8 or 10 64 bit,Core i5,4 GB RAM,SM4 1GB VRAM,4 GB available space,c51628e14ff54e45a2aef41806e834cb
Windows 7+,"AMD Athlon 64 X2 Dual Core 6400+, 3.2GHz, Intel Core2 Duo E8400, 3.0GHz",1GB,"9800 GTX, Radeon HD 5850",100MB,b5dba5ebbdf84ecaad0edf4f5e026247
Windows 7/8/10 [64-bit],3.0 GHz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 660 or AMD Radeon HD 7870 with 2GB VRAM,1GB,eb38399025864ffb88a7e027d02502a8
Windows 7/8/10 [64-bit],3.5 Ghz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 960 or AMD Radeon HD 7990 with 4GB VRAM,1GB,eb38399025864ffb88a7e027d02502a8
Windows 10 64-bits,Intel Core i5-2500K@3.3GHz/AMD FX 6300@3.5GHz,8GB RAM,Nvidia GeForce GTX 780 (3 GB)/AMD Radeon R9 290 (4GB),50~100GB,5ce7e46378254948a5eb921ca32cf569
Windows 10 64-bits,Intel Core i7-4770K@3.5GHz/Ryzen 5 1500X@3.5GHz,16GB RAM,Nvidia GeForce GTX 1060 (6 GB)/AMD Radeon RX 580 (8GB) ,50~100GB,5ce7e46378254948a5eb921ca32cf569
Windows 7/8.1/10 64 Bit,Intel Core 2 Duo 3.0 GHz/Intel i7 8550U 1.80GHz,4 GB/6 GB (It is 4 for dedicated GPU and 6 for integrated one),Nvidia GTX 460 1GB/AMD Radeon HD 5770 1 GB/Intel UHD Graphics 620,26 GB,4fc245c9e77a4560a31e0dc77e89d716
Windows 7/8.1/10 64 Bit,Intel i5-6600 / Ryzen 5 2600X,8 GB,Nvidia GTX 970 / AMD Radeon R9 270X 2 GB,26 GB,4fc245c9e77a4560a31e0dc77e89d716
Windows 7 (64 bit),Dual Core 2.4Ghz,4 GB RAM,GeForce 880 GT / AMD HD 6850 / Intel HD Graphics 520 or above,400 MB Available Space,754412e3df444c0c84653ea7aa047fe6
Windows 7 (64 bit),Dual Core 2.4Ghz,4 GB RAM,GeForce 880 GT / AMD HD 6850 / Intel HD Graphics 520 or above,400 MB Available Space,754412e3df444c0c84653ea7aa047fe6
Windows 7/8/10 [64-bit],3.0 GHz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 660 or AMD Radeon HD 7870 with 2GB VRAM,1GB,f2046150a9d24931a83bdb64ecc08f14
Windows 7/8/10 [64-bit],3.5 GHz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 960 or AMD Radeon HD 7990 with 4GB VRAM,1GB,f2046150a9d24931a83bdb64ecc08f14
Windows 7,2.4 GHz Dual Core,4 GB RAM,GTX 760 or Equivalent,2 GB available space,061c756f526f429694c30188a0a99482
Windows 10,2.4 GHz Quad Core,8 GB RAM,GTX 1060 or Equivalent,2 GB available space,061c756f526f429694c30188a0a99482
Microsoft® Windows® 7 (64-bit),1.8 GHz Processor,4 GB RAM,DirectX 10-compatible graphics card with at least 256MB of video memory,7 GB available space,55196df9a34f4bb0a6c4cf28315dafa0
Microsoft® Windows® 10 (64-bit),2.4 GHz Processor,8 GB RAM,DirectX 10-compatible graphics card with at least 256MB of video memory,9 GB available space,55196df9a34f4bb0a6c4cf28315dafa0
Windows 7 SP1+,2.0 Ghz,4 GB,Graphics card with DX10 (shader model 4.0) capabilities,5 GB available space,e343cee48e8e4cca80b0ae3d228342aa
Windows 10,3.0 Ghz,8 GB,Graphics card with DX10 (shader model 4.0) capabilities,5 GB available space,e343cee48e8e4cca80b0ae3d228342aa
Windows 7/8/10 [64-bit],3.0 GHz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 660 or AMD Radeon HD 7870 with 2GB VRAM,1GB,4537d64c0c5748ae901163cfb53573eb
Windows 7/8/10 [64-bit],3.5 GHz Intel Core i5 or AMD FX,8GB RAM,Nvidia GTX 960 or AMD Radeon HD 7990 with 4GB VRAM,1GB,4537d64c0c5748ae901163cfb53573eb
Windows 7 / 8.1 / 10 (64 bit),"Intel Core i5 2,3 GHz or AMD equivalent",4 GB RAM,NVIDIA GeForce 560 GTX 2 GB,9 GB available space,8f6f05aa00fd48cca99d897b593b3e8b
Windows 10 (64 bit),"Intel Core i7 3,0 GHz or AMD equivalent",8 GB RAM,NVIDIA GeForce GTX 970 4 GB,9 GB available space,8f6f05aa00fd48cca99d897b593b3e8b
Windows 7,Intel Core i5 3550 @ 3.3 GHz or AMD FX-6300,8 GB RAM,AMD Radeon R7 370 or NVIDIA GeForce GTX 660/570,7 GB,3f33b68db9ac412597707ab5276965fa
Windows 10,Intel Core i5 4570 @ 3.2 GHz or AMD FX - 8350,16 GB RAM,AMD Radeon R9 290X or NVIDIA GeForce GTX 780,7 GB,3f33b68db9ac412597707ab5276965fa
Windows 7 64-bit,Core i3 / Athlon 64 X2 6400,4 GB RAM,NVIDIA GeForce GTX 560 / ATI Radeon HD 5770,12 GB available space,8f338b5867d84354bf01550081b4bb2b
