id,operacional_system,processor,memory,graphics,fk_game_id
Windows 7 / Windows 8 / Windows 10,Core i5 processor or equivalent,8 GB RAM,Intel HD4400 / AMD Radeon 5750 1Gb VRAM / NVidia Geforce 640 1Gb VRAM or better,3 GB available space,5ad56a6ec55a4302a01de43607d3e606
Windows 7 64 Bit / Windows 8.1 64 Bit / Windows 10 64 Bit,INTEL Core i3 3.6GHz / AMD FX Series 4.2GHz Quad-Core,6 GB RAM,1024 MB 100% DirectX 11 compatible AMD Radeon HD 7790 / NVIDIA GeForce 460 GTX,20 GB available space,dfae164155c84664b9040dd802bb2669
Windows 7 64 Bit / Windows 8.1 64 Bit / Windows 10 64 Bit,INTEL Core i5 2100 3.1 GHZ / AMD A8-7600 3.1 GHz,8 GB RAM,2048MB 100% DirectX 11 compatible ATI R9 270X / NVIDIA GeForce 760 GTX or higher,20 GB available space,dfae164155c84664b9040dd802bb2669
Windows 7 / 8 / 10,Core i3-530 / AMD Athlon II X3 415e,4 GB,GeForce 250 GTS / Radeon HD 4850,30 GB,d4929ecf15d446d0b4ff4f0eaa3826a0
Windows 10,Core i5 3470 / AMD Athlon 240GE,6 GB,GeForce 1050 Ti / Radeon R9 380,30 GB,d4929ecf15d446d0b4ff4f0eaa3826a0
Windows 7 (64 bit),1.8GHz Dual-Core CPU,4 GB,Integrated Graphics,3 GB Available Space,76cd108ce4354545bd825e181262dbad
Windows 7 (64 bit),1.8GHz Dual-Core CPU,4 GB,Integrated Graphics,3 GB Available Space,76cd108ce4354545bd825e181262dbad
Windows XP,Core 2 Duo,2 GB RAM,Intel HD 3000,512 MB,9818340358a04e39a49a8bb984229d98
Windows 7,"Core i3, i5, i7",4 GB RAM,Dedicated GPU supporting OpenGL2,512 MB,9818340358a04e39a49a8bb984229d98
Windows XP,Core 2 Duo,2 GB RAM,Integrated GPU supporting OpenGL on the system,2 GB available space,8fbe88b117a34cce8abf827cf6f38a33
Windows 7,"Core i3, i5, i7",4 GB RAM,Dedicated GPU supporting OpenGL,2 GB available space,8fbe88b117a34cce8abf827cf6f38a33
Windows Vista,Intel Core i3,2 GB,256MB Video Memory,500 MB,2048b7fdff7a47d3831814c0b7f8ec49
Windows  7 / 8 / 10,3 GHz Quad Core,4 GB,"Radeon HD 7950 or above, Nvidia GTX 670 or above",1GB,2048b7fdff7a47d3831814c0b7f8ec49
Windows 7,Intel Core2Duo 2.66GHz,4 GB RAM,GTX 780,4 GB available space,1167f711027c484cafb64899f89527ba
Windows 10,Intel Core i5 6600 or AMD Ryzen 1600x,4 GB RAM,"NVIDIA Geforce GTX 1060, 3 GB (Legacy: NVIDIA Geforce GTX 780, 4GB) or AMD RX 580, 4 GB (Legacy: AMD R9 290X, 4GB )",4 GB available space,1167f711027c484cafb64899f89527ba
Windows 10/8.1 64-bit,Core i3-2100 3.10 GHz,8 GB RAM,Geforce GTX 650 Ti,10 GB available space,d79986f917c24134b226738c2d7a6369
Windows 10/8.1 64-bit,AMD FX-8320 8-Core,16 GB RAM,Radeon R7 370,10 GB available space,d79986f917c24134b226738c2d7a6369
Windows 10 x64,Intel Core i5-4670K (4 * 3400) or equivalent,4 GB RAM,GeForce GTX 660 ( 2048 MB),10 GB available space,ebd68982da314aaf96707a63c6342e6a
Windows 10 x64,Intel Core i7-7700HQ (2 * 2800) or equivalent,8 GB RAM,GeForce GT 1050Ti ( 4096 MB),10 GB available space,ebd68982da314aaf96707a63c6342e6a
Windows XP,Intel Pentium G630 @ 2.70 Ghz, 2 GB RAM,AMD Radeon X850 XT,2 GB available space,397d1ab85db34e7a8dfd943b51c1c6a5
Windows 7,Intel Core i3 @ 3 Ghz, 8 GB RAM,NVIDIA GeForce GTX 560 Ti,2 GB available space,397d1ab85db34e7a8dfd943b51c1c6a5
Windows 7 or higher,2.4 GHz Dual Core,2 GB RAM,OpenGL 3.2 compliant video card,2 GB available space,0d0066ee2bdd40feab491b76f5387a5b
Windows 7 or higher,2.4 GHz Dual Core,2 GB RAM,OpenGL 3.2 compliant video card,2 GB available space,0d0066ee2bdd40feab491b76f5387a5b
Microsoft® Windows® 10,"Intel® CPU with at least 4 threads, 2.3GHz or greater (or similar AMD CPU)", 8GB RAM,NVIDIA® GeForce® GTX 670 GPU and/or AMD Radeon™ HD 7970 GHz,8GB,1f3eef158d3a40589651269e662673ea
Microsoft® Windows® 10,Intel® i7 5820K (or similar AMD CPU), 16GB RAM,"NVIDIA® GeForce® GTX 970 without Raytracing, or NVIDIA® GeForce® RTX 2070 with Raytracing",8GB,1f3eef158d3a40589651269e662673ea
Windows 10,AMD FX-6300 or Intel Core i3-4130,8GB RAM,GeForce GTX 760 or Radeon HD 7870,80GB,3e4df039772c47999a1b0769e847ea94
Windows 10,AMD Ryzen 5 1600 or Intel Core i5-6600K,16GB RAM,Radeon RX 580 or Nvidia GTX 980Ti,80GB,3e4df039772c47999a1b0769e847ea94
Windows 7,"Intel Core2 Duo E8400, 3.0GHz or AMD Athlon 64 X2 6000+, 3.0GHz or higher",3 Gb,Geforce 9600 GT or AMD HD 3870 512MB or higher,4 Gb,1097a7b8a4b04bb38ebe11e960edcf58
Windows 10,2.4 GHz Quad Core,8 Gb,Geforce 1060,4 Gb,1097a7b8a4b04bb38ebe11e960edcf58
Windows 7 64-bit,Intel Core i5 6600K or AMD FX 6350,8GB,NVidia GTX 660 or AMD Radeon 7850,15GB,7ca5ffaf28e0442c9418c4fba998b17b
Windows 10 64-bit,Intel Core i7 6700 or AMD FX 8350,16GB,NVidia GTX 1060 or AMD Radeon RX 480,15GB,7ca5ffaf28e0442c9418c4fba998b17b
Windows 10 x64 and UP,Intel i3 or AMD equivalent or better,8 GB RAM,Nvidia GeForce GTX 750Ti or higher,15 GB,f412a62233cd4f9783b6e18bcd90bcad
Windows 10 x64 and UP,Intel core i5 or AMD equivalent or better,16 GB RAM,Graphics NVIDIA GTX 1080 or higher,15 GB,f412a62233cd4f9783b6e18bcd90bcad
Windows 7,3.0 Ghz Dual Core CPU,8 GB,GTX 660 or better,4 GB,1d116f6b6e2445699d1ef5a1e70f33fc
Windows 10,3.5 Ghz Quad Core CPU,8 GB,GTX 970 or better,4 GB,1d116f6b6e2445699d1ef5a1e70f33fc
64-Bit Windows 7/8/10,Intel Core i5-2400 @ 3.1 GHz or AMD FX-6300 @ 3.5 GHz or equivalent,4 GB RAM,Geforce 9600 GT or AMD HD 3870 512MB,4 GB available space,d0a18192b7ef4c5e962b8fd9858464b1
"Windows 7, 8, Windows 10 (64 bit)",AMD FX-8320 (3.5 GHz) / Intel i5-4690K (3.5 GHz) or better,4 GB,NVIDIA GeForce GTX 960,15 GB,1045fb691c15439c9f9a41d755b1a80e
"Windows 7, 8, Windows 10 (64 bit)",Intel Core i7-3930K (3.2 GHz)/AMD Ryzen 5 1600 (3.2 GHz) or better,8 GB,NVIDIA GeForce GTX 1060,15 GB,1045fb691c15439c9f9a41d755b1a80e
"Windows 7, 8, Windows 10 (64 bit)","Intel Core i5 3570, AMD FX-6350",6 GB RAM,"NVIDIA GTX 660 2GB, AMD Radeon 7850 2GB",15 GB,cc789763c7b74d7a98e00e4f8edc0894
"Windows 7, 8, Windows 10 (64 bit)","Intel Core i7-4790, AMD FX-8350",8 GB RAM,"NVIDIA GTX 970 4GB, AMD Radeon R9 290 4GB",15 GB,cc789763c7b74d7a98e00e4f8edc0894
Windows Vista / 7 / 8 / 10,2 GHz Dual-Core 64-bit CPU,4 GB RAM,DirectX 11 Compatible GPU with 1GB Video RAM,6 GB available space,bc4b9e6af58e492cab6626ea3e2ee130
Windows 10,Quad Core 3.5GHz Intel i5 / i7 Processor,8 GB RAM,DirectX 11 / OpenGL Compatible GPU (GTX 980 or greater),10 GB available space,bc4b9e6af58e492cab6626ea3e2ee130
OS Version: windows 7,Intel Core at 2.5Ghz or AMD equivalent,4 GB,NVIDIA GeForce GTX 650 Ti (2GB) or equivalent,6 GB,132a0780b11d4cdf8932a239ce86aa4b
OS Version: windows 10,Intel Core at 2.7Ghz or AMD equivalent,8 GB,NVIDIA GeForce GTX 750 Ti (4GB) or equivalent,6 GB,132a0780b11d4cdf8932a239ce86aa4b
Windows 7 / Windows 8 / Windows 10,Dual Core CPU 2GHz or better,2 GB RAM,Intel HD 3000 GPU / AMD HD 5450 / Nvidia 9400 GT,2GB,87f6fdd48c5043838c14a68371ad69b2
Windows 7 / Windows 8 / Windows 10,"Dual Core CPU 2,4GHz or better",4 GB RAM,Intel HD 3000 GPU / AMD HD 5450 / Nvidia 9400 GT,2GB,87f6fdd48c5043838c14a68371ad69b2
macOS 10.11+,Intel Core i3 or equivalent,4 GB RAM,shader model 4.0 compatible,4 GB,60c8ffa90c84450fa91400147b1d53d4
macOS 10.11+,Intel Core i5 or equivalent,8 GB RAM,shader model 4.0 compatible,4 GB,60c8ffa90c84450fa91400147b1d53d4
Windows Vista or better, Intel 2.0ghz Core 2 Duo or equivalent,1 GB RAM,Nvidia 450 GTS / Radeon HD 5750 or better,1 GB available space,fe25372005a64796a61dd122fb6e2b7f
Windows 7 or better,Intel i5 3.1 Ghz Quad core,2 GB RAM,Nvidia 450 GTS / Radeon HD 5750 or better,1 GB available space,fe25372005a64796a61dd122fb6e2b7f
10.11+,"Intel CPU Core i5-2500K 3.3GHz, AMD CPU Phenom II X4 940",4 GB RAM,"Geforce GTX 960M / Radeon HD 7750 or higher, 1GB video card memory",12 GB available space,7d26ed48c61f498189e60b282eaddbdf
10.11+,"Intel CPU Core i5-2500K 3.3GHz, AMD CPU Phenom II X4 940",8 GB RAM,"Geforce GTX 960M / Radeon HD 7750 or higher, 4GB video card memory",12 GB available space,7d26ed48c61f498189e60b282eaddbdf
10.11+,"Intel CPU Core i5-2500K 3.3GHz, AMD CPU Phenom II X4 940",4 GB RAM,"Geforce GTX 960M / Radeon HD 7750 or higher, 2GB video card memory",8 GB available space,4bdbe4d91f084966aed33eeb5ebb71fd
10.11+,"Intel CPU Core i5-2500K 3.3GHz, AMD CPU Phenom II X4 940",16 GB RAM,"Geforce GTX 960M / Radeon HD 7750 or higher, 4GB video card memory",8 GB available space,4bdbe4d91f084966aed33eeb5ebb71fd
64-bit Windows 10,i5-4460 (or equivalent),4 GB,Geforce GTX 750 (2GB VRAM),20 GB,93c8abafa035470290b81004857998da
64-bit Windows 10,i5-6400 (or equivalent),8 GB,Geforce GTX 950 (2GB VRAM),20 GB,93c8abafa035470290b81004857998da
Windows 7 SP1 64-bit or newer,4 Core 3GHz or better,8 GB,NVIDIA GeForce GTX 750 Ti 2GB | AMD Radeon R7 265 or better,26 GB space,affa1b8409ab4e609b97cc84b844a624
Windows 10 (64-bit),8 Core 3.2 GHz or better,8 GB,NVIDIA GeForce GTX 1060 | AMD Radeon RX 580,SSD with 26 GB space,affa1b8409ab4e609b97cc84b844a624
Windows 7,Multi-core 1.8GHz or faster,2 GB, Nvidia GTX 750 or equivalent,6 GB,089db945fd7b4a2e9da658532d4880fa
Windows 10,Multi-core 2.5GHz or faster,4 GB,Nvidia GTX 950 or equivalent,6 GB,089db945fd7b4a2e9da658532d4880fa
Windows 7/8/10 (64-bit OS required),"AMD Phenom II X4 940, 3.0 GHz / Intel Core i3-2100, 3.10 GHz",4 GB RAM,"Radeon HD 6870, 1 GB / GeForce GTX 460, 768 MB",3 GB available space,5ae755d9de1a40e49b66003f73b50f70
Windows 7/8/10 (64-bit OS required),"AMD A10-7850K, 3.7 GHz / Intel Core i3-2125, 3.30 GHz",4 GB RAM,GeForce GTX 660 TI 3GB or higher,3 GB available space,5ae755d9de1a40e49b66003f73b50f70
"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more,20GB,240096b07cf94eaba1d3695221127d89
"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8GB,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more,20GB,240096b07cf94eaba1d3695221127d89
Windows 7 (64 bit),2.0 GHz Dual Core,4 GB RAM,"2Gb VRAM, OpenGL 3.0 support",2 GB available space,639af54d1eca4ef3964fbe88487465fe
Windows 10, Intel i5 3470 or AMD equivelent,4 GB RAM,nVidia GeForce 960 or AMD equivelent,10 GB available space,3f468b7977d0416a9a36af16f384c516
Windows 7 and above,1.2 ghz,4 GB RAM,512 mb video memory,2 GB available space,c4920a39dfb74fb2b091fc5eaddcabb1
Windows 7 and above,1.2 ghz,4 GB RAM,512 mb video memory,2 GB available space,c4920a39dfb74fb2b091fc5eaddcabb1
Windows 10,i5,8GB RAM,Nvidia GeForce GTX 650,4GB,1578c50f725742fab1863952e01efc52
Windows 10,i7 or better,16GB RAM,Nvidia GTX 1080 or better,16GB,1578c50f725742fab1863952e01efc52
Windows 7 64-bit,Intel Core i3,3GB,GeForce GT 640,6GB,03afbbc03ff14e8cba4427cd0f69d090
Windows 10 64-bit,Intel Core i5,4GB,GeForce GTX 970,6GB,03afbbc03ff14e8cba4427cd0f69d090
Windows 10 32bit,Intel Core i3 or equivalent AMD,2 GB,"NVIDIA GeForce GTX 660, AMD Radeon HD 6770",3 GB,98cffb44de6543aaa39a62e3c6124e06
Windows 10 64bit,Intel Core i5 or equivalent AMD,4 GB,"NVIDIA GeForce GTX 1060, AMD Radeon RX 580",3 GB,98cffb44de6543aaa39a62e3c6124e06
Windows 7 SP1,Intel Core i5 or equivalent,2 GB RAM,Graphics card with DX10 (shader model 4.0) capabilities,1 GB,d27f08d026774dfbae32d7eb19416709
Windows 7 (64-bit) or newer,i5-6500 | Ryzen 5 1600,6 GB RAM,GeForce GTX 780 / Radeon HD 7970,10 GB available space,8240e01698ea44b19dba1c53469bc300
Windows 10 64bit,Intel Core i5-8400 / AMD Ryzen 5 2600,12 GB RAM,GeForce GTX 1060 / AMD Radeon RX 580,10 GB available space,8240e01698ea44b19dba1c53469bc300
Windows 10,Intel Core i5-8250U,2 GB RAM, Intel HD,3.5 GB available space,c062936fd2494ea6934081db419cd908
Windows 7 (SP1+),Dual Core 2.0GHz+,4 GB,DX11 capable GPUs,3 GB,9e2a830222d9472aa0a0226e2889f09e
Windows 7, Intel Pentium E2180 2.0 GHz,4 GB RAM,Intel HD Graphics 4400, 9 GB available space,57a252222c5a4dd490b1555e7b84db4c
Windows 10,Intel Core i5,8 GB RAM, GeForce GTX 550, 9 GB available space,57a252222c5a4dd490b1555e7b84db4c
Windows 7 SP1 64-bit or later,Intel i3 3rd gen or equivalent,4 GB RAM,GeForce GTX 650 or AMD Radeon R7 250,4 GB available space,f61c6d8cee934ed2bd3ca426f1d4efa3
Windows 7 SP1 64-bit or later, Intel i5 6th gen or equivalent,4 GB RAM,GeForce GTX 770 or AMD Radeon 380,4 GB available space,f61c6d8cee934ed2bd3ca426f1d4efa3
Windows 7,i5 4460 or equivalent,8GB,NVIDIA GTX 1060 or equivalent,20 GB,6fd7745c80844568a84a43fddc7be385
MAC OS X 10.12 or higher,Intel Core i7 2.7Ghz,8GB,AMD Radeon460 4GB or Intel(R) Iris(TM) Plus Graphics,25GB,e79119839e374d468236b7acc979ff95
MAC OS X 10.12 or higher,Intel Core i7 2.7Ghz,8GB,AMD Radeon460 4GB or Intel(R) Iris(TM) Plus Graphics,25GB,e79119839e374d468236b7acc979ff95
Windows 7/8/10 (64-bit versions),"Quad Core, 1.8GHz",8 GB RAM,"GTX 660 2GB, AMD Radeon 7850 2GB",6 GB,c1bb7eb3554b42f0957cc87363e59e1d
Windows 7/8/10 (64-bit versions),"Intel i7-2600K, AMD FX-8350",16 GB RAM,"GTX 970 4GB, AMD R9 290 4GB",6 GB,c1bb7eb3554b42f0957cc87363e59e1d
Windows 7 (64bit),Intel i5-2500 3.3GHz,8GB,NVidia GTS450 / AMD Radeon 6850HD,9GB,03d4680cc79a4030b40e2d7c6bdacbaf
Windows 10 (64bit),Intel i5-2500 3.3GHz,8GB,NVidia GTS450 / AMD Radeon 6850HD,9GB,03d4680cc79a4030b40e2d7c6bdacbaf
"64-bit Windows 7 SP1, Windows 8.1, or Windows 10",Intel Core i3-6100 / AMD FX-8320,16 GB RAM,NVIDIA GeForce GTX 760 / AMD Radeon R9 270X (or equivalent with at least 2 GB of VRAM),150 GB available space,3a3bed5063b4485480956d82e83c739d
64-bit Windows 10,Intel Core i7-7700 / AMD Ryzen 5 1600,32 GB RAM,NVIDIA GeForce GTX 1070 / AMD Radeon RX Vega 56,150 GB available space,3a3bed5063b4485480956d82e83c739d
"Windows 8, 64 bit",1.2GHz,2GB,Requires OpenGL Compatible Graphics Driver,200MB,264c2d1010844c20933b92e1ad0609cf
Windows 7,Quad Core CPU,8 GB RAM,NVIDIA GeForce GTX 1050 or AMD Radeon R9 380,10 GB available space,eb76174d49084be48798be38564dfbaf
Windows 7,Quad Core CPU,8 GB RAM,NVIDIA GeForce GTX 1050 Ti or AMD Radeon RX 570,10 GB available space,eb76174d49084be48798be38564dfbaf
Windows 10,Intel Core i5-4690 | AMD FX(tm)-9370,8GB RAM,GeForce GTX 970 | AMD Radeon RX 480 (4GB),20GB available place (HDD),1b041087e451447392058a9147385357
Windows 10,Intel Core i5-7400 | AMD Ryzen 7 1700X,8GB RAM,GeForce GTX 1060 | Radeon RX 580 (6Gb),20GB available place (SSD),1b041087e451447392058a9147385357
OS X 10.12,Intel Core i3,4 GB,"1GB RAM, OpenGL 3.3",2 GB,ade0eed6f17a412b97d29a992b35754c
OS X 10.15,Intel Core i7,8 GB,"4GB RAM, OpenGL 4.5",2 GB,ade0eed6f17a412b97d29a992b35754c
"Windows 7, 8.1, 10",2Ghz or faster processer,2 GB,512MB VRAM,500 MB,b63c6aeadcba48f9b1c21f74dd83038e
"Windows 7, 8.1, 10",2Ghz or faster processer,2 GB,512MB VRAM,500 MB,b63c6aeadcba48f9b1c21f74dd83038e
Windows 10 64-bit,Intel® Core™ i5-3570 / AMD Ryzen™ 3 2300X,8 GB RAM,NVIDIA GeForce® GTX 970 6GB / AMD Radeon™ RX 570 (or equivalent with 6 GB+ VRAM),5 GB available space,a9609378eb634390a07a43280e23e975
Windows 10 64-bit,Intel® Core™ i5-8500 / AMD Ryzen™ 5 3600,16 GB RAM,NVIDIA GeForce® GTX 1660 Ti 6GB / AMD Radeon™ RX 5600XT (or equivalent with 8 GB VRAM),5 GB available space,a9609378eb634390a07a43280e23e975
Windows 7 64-bit,Intel Core i5-2300 or AMD A8-5600K,4GB RAM,GeForce GTX 550 Ti or Radeon HD 7770,6GB,c57ffe9b84324710845173de8a887feb
Windows 10 64-bit,Intel Core i5-4460 or Ryzen 3 2200G,8GB RAM,GeForce GTX 950 or Radeon R9 290,6GB,c57ffe9b84324710845173de8a887feb
Windows 7 64 Bit,Intel Core i3 2100 (3.10 GHz) / AMD FX 6300 (3.5 GHz),4 GB,Intel HD 4000 (1GB) or Equivalent,4 GB,4111bb4281fd49799403c5abf320f46f
Windows 10 64 Bit,Intel i3 8100 (3.6 GHz) / AMD Ryzen 3 2200G (3.5 GHz),4 GB,NVIDIA GeForce GTX 670 (2 GB) / AMD R7 260X (2GB),4 GB,4111bb4281fd49799403c5abf320f46f
64-bit Windows 10,Intel Core i5-7200U or AMD equivalent,8 GB,GeForce GTX960 (minimum nVidia drivers 462.31) or AMD equivalent (minimum AMD drivers 21.4.1),35 GB,2f9de40b139c4eb1980f731f9ed4ced4
64-bit Windows 10,Intel Core i7 7700 or AMD equivalent,16 GB,GeForce GTX1060 or AMD equivalent,35 GB,2f9de40b139c4eb1980f731f9ed4ced4
Windows 7 64-bit,AMD FX-4350 or Intel Pentium G4500,4 GB,AMD Radeon HD 7770 or dedicated equivalent,3 GB,d0ae213cddb44791a607056fcc6040f1
Windows 10 64-bit,Intel Core i7-3770K or AMD Ryzen 3 1200,8 GB,nVidia GeForce GTX 1050 Ti or AMD Radeon RX 480,4 GB,d0ae213cddb44791a607056fcc6040f1
Windows Vista,Intel Core 2 Duo 2.8 GHz or equivalent,2 GB RAM,DirectX 10 compatible video card with shader model 3.0 support,5 GB available space,fa725fd78415499785ac09a93d74ae1c
Windows 10,Intel Core 2 Duo or AMD Athlon 64 X2 5600+,4 GB RAM,NVIDIA® 9600GT or ATI Radeon™ HD 5000+ or better,5 GB available space,fa725fd78415499785ac09a93d74ae1c
Windows 7, i3 2.6Ghz,4 GB RAM,GTX 570 or equivalent,14 GB available space,c80f3458006f4fb69f63698002e63ffe
Windows 10,i5 2.6Ghz,8 GB RAM,GTX 970 or equivalent,14 GB available space,c80f3458006f4fb69f63698002e63ffe
Windows 7,i3 2.6Ghz,4 GB RAM,GTX 560 or equivalent, 6 GB available space,f794ecb99e0e420ab9db4beb70b40e9e
Windows 10,i5 2.6Ghz,8 GB RAM,GTX 960 or equivalent, 6 GB available space,f794ecb99e0e420ab9db4beb70b40e9e
Windows 7 or better,2.2 GHZ,2GB,Intel HD Graphics or better,300MB,cab6182d56494f00ab5029d12e0c0d7a
Windows 10,2.4 GHZ Dual-Core,3GB,Intel HD Graphics or better,300MB,cab6182d56494f00ab5029d12e0c0d7a
Windows 7 64 Bit,Intel Core i5-3470 or AMD Ryzen 3 1200,8GB,GeForce 2 GB or Radeon  2 GB with Direct X 11 Support,7GB,5d99425d44ff4d228eeab840f494fa75
Windows 10 64 Bit,Intel CPU Core i7-3770 or AMD Ryzen 5 1600,8GB,GeForce GTX 1060 6 GB or AMD Radeon RX 590,7GB,5d99425d44ff4d228eeab840f494fa75
Windows 7 64-bit, Intel i3-2100 @ 3GHz / AMD A8-5500 @ 3.2GHz,4GB RAM,Nvidia GeForce GT 630 1GB / AMD Radeon 7770 1GB / Intel HD 530,3GB,f28ce458986e4f8dbbf67be5d0ac41e6
Windows 7 / Windows 8 / Windows 10,Core i5 processor or equivalent,4 GB RAM,Intel HD4400 / AMD Radeon 5750 1Gb VRAM / NVidia Geforce 640 1Gb VRAM,5 GB available space,8035c723ddea4bfba05c4acac92e7b59
Windows 7 / Windows 8 / Windows 10,Core i5 processor or equivalent,8 GB RAM,NVIDIA 760 series 2Gb VRAM or better / AMD Radeon R9 270X 2Gb VRAM or better,5 GB available space,8035c723ddea4bfba05c4acac92e7b59
Windows 7, 1.2GHz processor (Intel Core i5 and up), 1 GB RAM,"DX10, DX11, DX12 capable.",400 MB available space,531f127b252346a18ffa0bec2fdf597c
Windows 7,64-bit processor, 1 GB RAM,"DX10, DX11, DX12 capable.",400 MB available space,531f127b252346a18ffa0bec2fdf597c
Windows 10,Intel Core i5-6600 or AMD Ryzen 5 1600X,8 GB RAM,"NVIDIA GeForce GTX 650 Ti, 2GB or AMD Radeon HD 7790, 2 GB",26.5 GB,a400d19a077240729e9944c75f4db31a
"WINDOWS® 7, 8, 8.1, 10","Intel® Core™ i5-3.3 GHz or better, or AMD Equivalent",4 GB RAM,NVIDIA® GeForce® GTX 660m or AMD Radeon™ R7 260x (2GB of video memory),20 GB available space,adc96ea4979d4b14831823a2c0efa057
"WINDOWS® 7, 8, 8.1, 10","Intel® Core™ i7-3.7 GHz or better, or AMD Equivalent",8 GB RAM,"NVIDIA GeForce GTX 1060 (6GB), or AMD RX 480 (8GB)",20 GB available space,adc96ea4979d4b14831823a2c0efa057
Windows Vista / Windows 7,3.0 GHz dual core or better,3 GB system RAM,DirectX 9 compatible with 512 MB video RAM or better (NVIDIA GeForce GTX 460 / ATI Radeon HD 5850),9 GB,ecf4d2e87ea7445298c7471d8e9b405e
Windows 7/8/10 (64-bit versions),"Intel i5-2400, AMD FX-8320",8 GB RAM,"GTX 660 2GB, AMD Radeon 7850 2GB",20 GB available space,ed17077691c541c19dc95e47fdd1cfd5
Widows 7+,Intel Core i3-2100 / AMD® FX-6300,4 GB RAM,Nvidia GTX 560,5 GB available space,f4e74c7571cc40f7809d6c3af0e18cd4
Windows 7 or 10,Intel Core i7-4770k or equivalent,16 GB RAM,GeForce 980 Ti / GeForce GTX 1070 / GeForce RTX 2060 ,5 GB available space or more,f4e74c7571cc40f7809d6c3af0e18cd4
64-bit Windows 7/Windows 8,Intel® Core™ i5-2500 @ 3.3 GHz / AMD FX-8320 @ 3.5 GHz,4 GB RAM,NVIDIA® GeForce® GTX 560 / AMD Radeon™ HD 6870 (1GB VRAM),38 GB available space,db93b3d741f04c1688d6768a467abc59
Windows 7,Dual Core CPU,4GB RAM,"GeForce 7800, AMD HD 4600, Intel HD Graphics 3000 or above",600MB,011ab6d40b80485bb23fbef4362aceb2
Windows 8.1(64bit) Windows 10 (64bit required),Intel® Core™ i5 3550 or over,6 GB RAM,NVIDIA® GeForce® GTX 780 VRAM 3GB or over　AMD Radeon™ R9 280 VRAM 3GB or overr,80 GB,3bc256d2117b4415b25a2c7d756392f4
"Windows® 10 64bit, Windows® 8.1 64bit",Intel® Core™ i7 4770K or over,8 GB RAM,NVIDIA® GeForce® GTX 1060 VRAM 6GB or over　AMD Radeon™ R9 380X VRAM 4GB or over,80 GB,3bc256d2117b4415b25a2c7d756392f4
64-bit Windows 7,Intel Core i7 or equivalent AMD,4 GB RAM,"GeForce 460, ATI Radeon HD 6850",50 GB available space,52a32a3469dd4a2ca20bfff0c6a66486
Windows 7 64-bit or later,"Intel i5, 2.5 GHz or faster",4 GB,"GeForce GTX 660, Radeon R7 370 or equivalent with 2 GB of video RAM",8 GB,53dd1fe9545e4297943653d21afcd22b
Windows 7 64-bit or later,"Intel i5, 2.5 GHz or faster",4 GB,"GeForce GTX 660, Radeon R7 370 or equivalent with 2 GB of video RAM",8 GB,53dd1fe9545e4297943653d21afcd22b
"Windows Vista®, Windows® 7, Windows® 8, Windows® 10",2 GHz Dual Core,4 GB RAM,Graphics card with DX10 (shader model 4.0) capabilities,2 GB available space,b5fd42e064484438b11cebb2991a9c2f
Windows 7,1.7 GHz 2-core processor,4 GB RAM," GeForce GTX 660, Radeon RX 460 or similar",3 GB,1d309546149d4646a24b15b28eedb358
Windows 10,2.9 GHz 4-core processor,16 GB RAM,"GeForce RTX 2070, Radeon RX 5700 or similar",5 GB,1d309546149d4646a24b15b28eedb358
OSX 10.11 El Capitan,Intel 2Ghz,4 GB RAM,Nvidia GTX 660M,2 GB available space,98546a3a27c241c894b3049312cc0719
64-bit Windows 7/8.1/10,AMD FX-6100/Intel i3-3220 or Equivalent,12 GB RAM,AMD Radeon R7 360 2GB/NVIDIA GeForce GTX 650 Ti 2GB or Equivalent,25 GB,d8618f47119940fb8e5c38eb0421c752
64-bit Windows 7/8.1/10,AMD Ryzen 5 2600X/Intel i7-6700K or Equivalent,16 GB RAM,AMD Radeon RX Vega 56 8GB/ Nvidia GeForce GTX 1070 8GB or Equivalent,25 GB,d8618f47119940fb8e5c38eb0421c752
Microsoft Windows 7,Intel Core i5-8500 / AMD Ryzen 5 2600,16Gb DDR4,NVIDIA GTX 1060 / AMD Radeon RX 580,70Gb,0a687e1cf9c44f2dab63efb4afc4b140
Microsoft Windows 10,Intel Core i7-8700k / AMD Ryzen 7 2700x,32Gb DDR4,NVIDIA GeForce GTX 1080 Ti / AMD Radeon 5700XT and above,100+ Gb,0a687e1cf9c44f2dab63efb4afc4b140
High Sierra 10.13+,Quad Core 1.4 GHz processor,8GB RAM,Intel Iris Plus Graphics,1GB available space,ed3c276dc5ee42f8978a10eb4db68e32
High Sierra 10.13+,Quad Core 2.0 GHz processor,8GB RAM,AMD Radeon Pro 5300M,1GB available space,ed3c276dc5ee42f8978a10eb4db68e32
64-bit Windows 7 / 8 / 10,"Intel i5, 2.4 GHz or better",4 GB,"GTX 660, R9 270",3 GB,434760a9356849be8347ecac448da87f
